requirement_id,tool_subsystem,source_doc_section,required_behavior,implementation_location,automated_test_reference,status,evidence_and_remaining_work
DOC-010,Pro customer output,tool-specs/08; CALCULATION_SPEC.md §6,GIVEN Logo script-capable payload or >1MiB WHEN Import/render THEN Reject unsafe/oversized asset; source state intact.,"src/domain/logo.ts (sniffImageFormat, validateLogoBytes, parseLogoDataUri); src/components/tools/pro/ProApp.tsx (upload input, decodeImageDimensions, preview, remove)",tests/domain/logo.test.ts; tests/browser/businessLogo.test.tsx,verified,"Implemented this session: format sniffed from actual file bytes (magic numbers), never filename/declared MIME -- SVG and every other script-capable format rejected by construction, not by an SVG-specific blocklist. 1 MiB size limit, 2000x2000px dimension limit (via real browser decode), and decode-failure handling all wired. Stored as a self-contained data URI (no script execution possible for a raster image src). Tested: valid PNG accepted, SVG-disguised-as-png rejected, oversized rejected, oversized-dimension rejected, decode failure handled without crashing, replace and remove, and rendering in both the editor preview and the customer document (which is also what prints)."
DOC-011,Pro customer output,tool-specs/08; CALCULATION_SPEC.md §6,GIVEN Issued snapshot created under earlier engine WHEN Print after engine upgrade THEN Frozen customer content/total unchanged; no automatic recalculation.,"src/components/tools/pro/ProApp.tsx:558-567 (previewDocument returns draftEdit.customerDocumentSnapshot directly whenever one exists, never re-deriving it)",tests/domain/customerDocument.test.ts; tests/browser/issuedDocumentEngineUpgrade.test.tsx,verified,"Confirming tests added at both levels: the document snapshot shape carries no engineVersion field at all (domain level); and, end-to-end, issuing a real estimate then simulating a future engine-version bump on the stored revision still shows the exact original frozen price on reopen, with no BACK-026 rejection message (that gate applies only to draft, never issued, revisions). No remaining work."
DOC-012,Pro customer output,tool-specs/08; CALCULATION_SPEC.md §6,GIVEN Customer preview and internal screen open WHEN Print customer document THEN Internal panels/buttons omitted; printable container selected correctly.,src/components/tools/pro/ProApp.tsx (the document preview card carries no print:hidden class; surrounding editor cards and the internal status chip do),tests/browser/customerDocumentRendering.test.tsx,verified,"Confirming test added: the customer document's own container has no print:hidden class, its internal-only 'draft preview' status chip DOES, and a clearly internal editing panel (Business & customer info) elsewhere on the page also does -- structurally proving print media selects only the customer content. This confirms the CSS class wiring via jsdom; the ACTUAL rendered print-media visual result (page layout, real print preview) is confirmed separately during this session's real-browser verification pass, not by this jsdom test. No remaining work."
ACT-001,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN No actual categories confirmed WHEN Open review THEN In progress; no final cost/profit/margin/variance; missing indicators.,"src/engine/actuals.ts (in_progress/null branch); src/components/tools/pro/ProApp.tsx:1774,1808 (per-category checkbox + ""X/4 confirmed"" summary)",tests/engine/actuals.test.ts,verified,"Confirming test added for the exact zero-confirmed case (distinct from the existing 1-confirmed test): confirmedCategories=0, every final figure null. The ""missing indicators"" UI half is satisfied by the per-category checkbox itself (checked=confirmed) plus the ""X/4 categories confirmed"" summary line -- both already exist and are exercised by the existing actualsOverheadMode.test.tsx suite. No remaining work."
ACT-002,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,"GIVEN Materials700 confirmed, others null WHEN Calculate THEN Recorded cost700 only; no final profit/margin or total variance.",tests/engine/actuals.test.ts,tests/engine/actuals.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case ACT-002), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/actuals.test.ts. Prior evidence: Exact match to the given/then."
ACT-003,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,"GIVEN Materials amount0 confirmed WHEN Calculate progress THEN Zero counts as supplied, distinct from missing.",tests/engine/actuals.test.ts,tests/engine/actuals.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case ACT-003), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/actuals.test.ts. Prior evidence: The given is phrased around materials alone; the tests use all four categories (ACT-02) rather than materials in isolation, but categoryValue() is applied identically and independently per category, so this is a faithful proof of the same rule."
ACT-004,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN All four amounts supplied but one unconfirmed WHEN Finalize THEN Block until every category confirmed.,src/engine/actuals.ts:42 (categoryValue: c.confirmed && c.amount !== null),tests/engine/actuals.test.ts,verified,"Confirming test added for the specific untested combination: all four categories have a real amount present, but ONE has confirmed=false -- finalization is still blocked (state stays in_progress, confirmedCategories=3), proving confirmed status alone gates finalization, not the mere presence of a value. No remaining work."
ACT-005,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,"GIVEN 700materials,1400labor,100expenses,285overhead,baseline3200/cost2185 WHEN Finalize THEN Actual2485;profit715;margin22.3%;variance+300.",tests/engine/fixtures.test.ts; tests/fixtures/acceptance-fixtures.json,tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case ACT-005), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: Exact match to the given/then."
ACT-006,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,"GIVEN 1000materials,2000labor,200expenses,300overhead,baseline3200/cost2185 WHEN Finalize THEN Actual3500;profit-300;margin-9.4%;variance+1315; loss retained.",tests/engine/fixtures.test.ts; tests/engine/actuals.test.ts; tests/fixtures/acceptance-fixtures.json,"tests/engine/fixtures.test.ts, tests/engine/actuals.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case ACT-006), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts, tests/engine/actuals.test.ts. Prior evidence: Exact match to the given/then."
ACT-007,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,"GIVEN Actual100,baseline price0 WHEN Finalize valid no-charge baseline THEN Profit-100;margin=null; no divide-by-zero; not unpriced.",tests/engine/fixtures.test.ts; tests/engine/actuals.test.ts; tests/fixtures/acceptance-fixtures.json,"tests/engine/fixtures.test.ts, tests/engine/actuals.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case ACT-007), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts, tests/engine/actuals.test.ts. Prior evidence: Exact match to the given/then."
ACT-008,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN Baseline proposedPrice missing WHEN Select/finalize THEN Invalid issued baseline; do not coerce to0.,src/components/tools/pro/ProApp.tsx:827 (actualResult returns null when !issuedRevision.proposedPrice),tests/browser/actualsRequirements.test.tsx,verified,"Real component test added (this project now has full testing-library infra, contrary to the prior ""no component-test infra"" note): issuing normally then corrupting the stored revision's proposedPrice to null shows NO actual-cost figures and no ""in progress"" summary at all on reopen -- never a baseline coerced to $0. No remaining work."
ACT-009,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN Baseline overhead285 defaults into review WHEN Inspect before confirmation THEN Labeled estimated/baseline allocation; not measured actual; must confirm.,src/components/tools/pro/ProApp.tsx lines 75-80,,verified,"FIXED this session (ACT-010 commit): overhead now defaults to mode:'baselineAllocation', pre-filling the amount from the issued baseline's own frozen overhead and labeling it 'Allocated overhead from the issued estimate, not a measured actual overhead figure.' Evidence: tests/browser/actualsOverheadMode.test.tsx (5 tests)."
ACT-010,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN Switch baseline overhead285 to actualFlat300 WHEN Calculate THEN Use300 only; no585 addition.,"src/domain/entities.ts line 219 (ActualReview.overhead mode field, unused); src/components/tools/pro/ProApp.tsx actuals UI",,verified,"FIXED this session: added the DATA_CONTRACT-required overhead.mode dual mode (baselineAllocation | actualFlat) to the actuals UI, previously hardcoded to actualFlat only. Evidence: tests/browser/actualsOverheadMode.test.tsx (5 tests), tests/domain/calculationSnapshot.test.ts overhead round-trip."
ACT-011,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN Switch actual labor direct100 to hours2*rate60 WHEN Calculate THEN Labor120 only; no stale100 accumulation.,"src/domain/entities.ts line 218 (ActualReview.laborBreakdown field, unused)",,verified,"FIXED this session: added a labor-mode toggle (direct amount | hours x rate) to the actuals tab, using DATA_CONTRACT.md's laborBreakdown field which was previously defined and validated on import but never exposed in any UI. Evidence: tests/browser/actualsLaborBreakdown.test.tsx (5 tests: default mode, live computation, persistence, restore-on-reopen, incomplete-entry safety)."
ACT-012,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,"GIVEN Final actual amount edited700 to750 WHEN Recompute THEN Replace prior amount; cost changes50, not700+750.","src/components/tools/pro/ProApp.tsx:1794 (controlled input, single string value per category, replaced not appended)",tests/browser/actualsRequirements.test.tsx,verified,"Real component test added: entering materials=700, saving, then changing to 750 and saving again persists exactly ""750"" in storage -- never ""700750"" or a summed value, and the input's own displayed value is proven to hold only the new figure. No remaining work."
ACT-013,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN Record/save actuals against issued revision WHEN Compare baseline before/after THEN Original estimated fields and printed snapshot unchanged.,"src/components/tools/pro/ProApp.tsx lines 75-80, 346-362 (local useState only); grep for actualReviews across src/",,verified,Corrected stale 'missing' label from a prior audit predating BUG_FIX_LOG #11 (upsertActualReview). Recording actuals never mutates the issued revision's own fields -- confirmed by code inspection (saveActuals only writes a separate ActualReview record) and tests/domain/lifecycle.test.ts's DOC-P01/ACT-013-014 tests.
ACT-014,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN New issued revision created later WHEN Open old actual review THEN Same baseline ID until explicit rebase action; no automatic revenue substitution.,"src/domain/project.ts (supersede -- transitions the prior issued revision to 'superseded', never touches project.actualReviews); src/components/tools/pro/ProApp.tsx:673-674 (existingActualReview lookup keyed by baselineIssuedRevisionId)",tests/browser/actualsRequirements.test.tsx,verified,"Corrected stale 'missing' label (matching ACT-013's own correction). Real end-to-end component test added: issue a revision, save an actual review against it, edit-and-reissue (the original revision transitions to 'superseded', a new one becomes 'issued'), and confirm the ORIGINAL ActualReview's baselineIssuedRevisionId is unchanged -- still pointing at the first (now superseded) revision, never silently rewritten to the second. No remaining work."
ACT-015,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN Negative actual expense entered WHEN Validate THEN Invalid; no silent zero/clamp and no finalization.,src/components/tools/pro/ProApp.tsx line 350 (toCategory helper); src/engine/actuals.ts (no sign check),,verified,"FIXED this session (verification-only, no production change needed): confirmed the existing R09/R10 deriveActualCategory already rejects a negative actual amount (parseDecimalField defaults allowNegative:false), never silently zeroing/clamping it. Evidence: tests/browser/actualsNegativeValidation.test.tsx (2 new tests)."
ACT-016,Actual-cost review,tool-specs/09; DATA_CONTRACT.md,GIVEN User asks about receipts/change orders WHEN Inspect labels THEN Profit is against original pre-tax quote; not cash received or actual revenue.,"src/components/tools/pro/ProApp.tsx:1812 (""Profit vs. original quote"" label)",tests/browser/actualsRequirements.test.tsx,verified,"Real component test added asserting the exact rendered label text ""Profit vs. original quote"" appears once all four categories are confirmed with real amounts, with no ""cash received"" or ""revenue"" wording anywhere on the tab. No remaining work."
LIFE-001,"Projects, revisions and local persistence",DATA_CONTRACT.md,"GIVEN Draft with rates42 WHEN Change catalog49,autosave,reload THEN Draft42;no silent refresh from live settings.",tests/domain/lifecycle.test.ts; tests/integration/draftIssuedIsolation.test.ts,"tests/domain/lifecycle.test.ts, tests/integration/draftIssuedIsolation.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case LIFE-001), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/lifecycle.test.ts, tests/integration/draftIssuedIsolation.test.ts. Prior evidence: "
LIFE-002,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN Draft refresh preview canceled WHEN Reopen THEN Original snapshot/output preserved.,tests/integration/draftIssuedIsolation.test.ts; tests/domain/rateRefresh.test.ts,"tests/integration/draftIssuedIsolation.test.ts, tests/domain/rateRefresh.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case LIFE-002), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/integration/draftIssuedIsolation.test.ts, tests/domain/rateRefresh.test.ts. Prior evidence: "
LIFE-003,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN Draft refresh confirmed WHEN Save/reopen THEN New snapshot applied;pre-refresh recovery available; custom price stays custom.,tests/integration/draftIssuedIsolation.test.ts; tests/domain/rateRefresh.test.ts; src/domain/rateRefresh.ts,"tests/integration/draftIssuedIsolation.test.ts, tests/domain/rateRefresh.test.ts",verified,FIXED this session: confirmRateRefresh() now captures a preRefreshSnapshot and exposes an 'Undo refresh' control that restores it exactly; cleared on save or leaving the project. Evidence: tests/browser/rateRefreshUndo.test.tsx (2 tests).
LIFE-004,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN Issued revision edited WHEN Save draft THEN Original issued revision immutable; draft has fresh revision ID.,tests/domain/lifecycle.test.ts; tests/integration/draftIssuedIsolation.test.ts,"tests/domain/lifecycle.test.ts, tests/integration/draftIssuedIsolation.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case LIFE-004), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/lifecycle.test.ts, tests/integration/draftIssuedIsolation.test.ts. Prior evidence: This is the exact bug BUG_FIX_LOG.md #4 and #7 concern; both are now covered by regression tests as described."
LIFE-005,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN New draft exists but not issued WHEN Inspect previous issued revision THEN Still issued baseline; not prematurely superseded.,tests/domain/lifecycle.test.ts,tests/domain/lifecycle.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case LIFE-005), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/lifecycle.test.ts. Prior evidence: "
LIFE-006,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN Issue new revision explicitly WHEN Inspect history THEN Prior marked superseded while original financial payload preserved; new active issued revision.,src/domain/project.ts:123-124 (supersede); src/components/tools/pro/ProApp.tsx issueEstimate (calls supersede on the prior issued revision),"tests/domain/lifecycle.test.ts:104-116 (pure supersede); tests/browser/actualsRequirements.test.tsx (ACT-014, end-to-end)",verified,"STALE EVIDENCE CORRECTED: the cited gap (""issueEstimate() never calls supersede()"") was already fixed in an earlier session, confirmed by direct source reading this session. ACT-014's end-to-end test (issue rev1, save an actual review, edit-and-reissue) directly proves rev1 transitions to state='superseded' (not deleted, financial payload intact) while the new revision becomes the sole 'issued' one. No remaining work."
LIFE-007,"Projects, revisions and local persistence",DATA_CONTRACT.md,"GIVEN Duplicate project WHEN Edit nested room/catalog snapshot THEN Original unchanged; new IDs,correct references,no actuals/issued document; number cleared.",tests/domain/lifecycle.test.ts,tests/domain/lifecycle.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case LIFE-007), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/lifecycle.test.ts. Prior evidence: The test does not explicitly assert customerDocumentSnapshot is null or that an ""estimate number"" is cleared (there is no separate estimateNumber field on EstimateRevision in this codebase — it is document metadata supplied at issue time); duplicateProject's code does set customerDocumentSnapshot: n"
LIFE-008,"Projects, revisions and local persistence",DATA_CONTRACT.md,"GIVEN Reload after successful autosave WHEN Open project THEN Last committed draft restored,including snapshot and price mode.",tests/integration/draftIssuedIsolation.test.ts,tests/integration/draftIssuedIsolation.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case LIFE-008), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/integration/draftIssuedIsolation.test.ts. Prior evidence: "
LIFE-009,"Projects, revisions and local persistence",DATA_CONTRACT.md,"GIVEN Storage write/quota failure WHEN Save THEN Previous committed data intact; UI says save failed,never saved.","tests/storage/db.test.ts; src/components/tools/pro/ProApp.tsx (lines 102, 112, 241 surface ""Save failed — your previous ... was not changed."")",tests/storage/db.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case LIFE-009), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/storage/db.test.ts. Prior evidence: The given specifies a ""quota"" failure; the test simulates a different write-time failure (malformed keyPath), but it exercises the same generic explicit-abort/SaveFailedError code path (per BUG_FIX_LOG.md #1) that a real QuotaExceededError would also hit."
LIFE-010,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN Engine version upgrade WHEN Open old issued document THEN Historical financial output unchanged; recalc only into new draft revision.,"src/domain/calculationSnapshot.ts (freezeCalculatedOutputs, called at issue time); src/components/tools/pro/ProApp.tsx:558-567 (previewDocument returns the frozen snapshot directly, never recomputing)",tests/domain/calculationSnapshot.test.ts (freeze/read round-trip); tests/browser/issuedDocumentEngineUpgrade.test.tsx (end-to-end),verified,"STALE EVIDENCE CORRECTED: the cited gap (""rawCalculatedOutputs never assigned"") was already fixed in an earlier session -- freezeCalculatedOutputs is called and assigned at issue time, confirmed by direct source reading. tests/browser/issuedDocumentEngineUpgrade.test.tsx proves end-to-end that an issued document's frozen price is unchanged after simulating an engine-version upgrade on the stored revision, with recalculation only ever available via a NEW draft (the ""Edit"" action). No remaining work."
LIFE-011,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN Room renamed/reordered then reload WHEN Inspect references THEN Same surface/room IDs and correct owning relationships.,"src/domain/project.ts:127-133 (updateRoom), 160-168 (moveRoom, added this session for PRO-014)","tests/domain/lifeBackRequirements.test.ts; tests/browser/reorderRoomsAndSurfaces.test.tsx (""survives save and full reopen"")",verified,"Reordering did not exist when this row was last audited; PRO-014 (this session) added it. New confirming test: renaming a room preserves its id and surfaceIds ownership; reordering two rooms swaps only their array position, with each room's own id/surfaceIds/prior rename all independently verified to survive the reorder -- proving ownership is id-based, never index-based. tests/browser/reorderRoomsAndSurfaces.test.tsx additionally proves the new order survives a real save-and-full-reopen through IndexedDB. No remaining work."
LIFE-012,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN Two tabs concurrently edit same project WHEN Save from stale tab THEN Proposed hardening gate: no silent overwrite; conflict detection/reload/explicit overwrite policy required before enabling multi-tab editing.,"tests/storage/versionConflict.test.ts; src/storage/db.ts; src/components/tools/pro/ProApp.tsx (lines 422-423, conflict banner)",tests/storage/versionConflict.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case LIFE-012), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/storage/versionConflict.test.ts. Prior evidence: contract_status for this case is ""proposed_hardening"" in the fixture, but it is genuinely implemented and tested."
LIFE-013,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN Interrupted issue transaction WHEN Restart app THEN Either prior state or complete issued revision; no half-issued record.,"src/storage/db.ts:159-179 (writeProjectWithVersionCheck, one atomic IndexedDB transaction covering the entire issue write)","tests/domain/lifeBackRequirements.test.ts; tests/storage/db.test.ts (D-storage-02/03, the generic atomic-write guarantee)",verified,"Confirming test added specifically for an issue-shaped write: a version-conflicting write attempt (simulating an interruption or a concurrent change mid-issue) throws a ConflictError BEFORE any store mutation, and the stored record is proven to remain in its exact prior (pre-issue, draft) state and version -- never a half-issued record mixing old and new fields. No remaining work."
LIFE-014,"Projects, revisions and local persistence",DATA_CONTRACT.md,GIVEN Delete project with actual/history WHEN Confirm deletion THEN Proposed hardening gate: clear destructive confirmation and atomic deletion of owned records only; other projects unaffected.,src/components/tools/pro/proStore.ts deleteProject; src/components/tools/pro/ProApp.tsx (confirmDeleteProjectId state + inline two-step confirmation UI),tests/browser/deleteProject.test.tsx,verified,"Implemented: single-document IndexedDB delete (Project embeds its own revisions/actualReviews, so this is atomic and scoped to exactly that project by construction), gated behind an explicit second-step confirmation naming the project and calling out history when present. Tested: single click does not delete, Cancel leaves it untouched, confirming removes exactly the targeted project while a second project is unaffected, correct empty-list state afterward."
BACK-001,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,"GIVEN Projects with drafts,issued revisions,actuals,deleted-live snapshot variants WHEN Export then restore empty store THEN All business data/links/printed snapshots preserved; no live catalog dependency.",tests/integration/backupRestoreStorage.test.ts ; src/domain/backup.ts ; src/storage/db.ts,tests/integration/backupRestoreStorage.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-001), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/integration/backupRestoreStorage.test.ts. Prior evidence: This is now a genuine round-trip test through real storage, using the same writeAll/saveProjects code path ProApp.tsx's handleExport does — corrects the previously-flagged false mapping."
BACK-002,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Valid backup contains paid token in current runtime only WHEN Export THEN Token/payment secrets/analytics IDs absent from envelope.,tests/integration/backupRestoreStorage.test.ts,tests/integration/backupRestoreStorage.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-002), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/integration/backupRestoreStorage.test.ts. Prior evidence: Corrects the previously-flagged false mapping; genuinely checks secret exclusion rather than file-size rejection."
BACK-003,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Identical backup restored twice WHEN Restore/merge THEN First adds; second skips identical IDs; no duplicates.,tests/domain/backup.test.ts ; tests/integration/backupRestoreStorage.test.ts ; src/storage/db.ts (put-by-keyPath),"tests/domain/backup.test.ts, tests/integration/backupRestoreStorage.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-003), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts, tests/integration/backupRestoreStorage.test.ts. Prior evidence: True for two different reasons: the tested planRestoreMerge skip logic, AND independently the IndexedDB keyPath/put mechanism the shipped UI actually uses."
BACK-004,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,"GIVEN Local project changed after export, same incoming ID WHEN Restore THEN Conflict preview;default keep-local; no timestamp-wins overwrite.","BUG_FIX_LOG.md #13, #20","tests/integration/backupRestoreStorage.test.ts, tests/domain/backup.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-004), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/integration/backupRestoreStorage.test.ts, tests/domain/backup.test.ts. Prior evidence: Partially fixed in an earlier session (default keep-local, no overwrite); completed this session with the full preview/choice/confirm/cancel UI."
BACK-005,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Conflict choose replace-imported WHEN Commit THEN Explicit selected imported project graph replaces atomically; other projects unchanged.,BUG_FIX_LOG.md #20,tests/integration/backupRestoreStorage.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-005), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/integration/backupRestoreStorage.test.ts. Prior evidence: Implemented this session -- was previously recorded as ""missing/blocked,"" which was incorrect: this was unfinished implementation, not an external dependency."
BACK-006,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Conflict choose keep-both WHEN Commit THEN New project graph IDs remapped; both preserved; actual baseline links resolve correctly.,BUG_FIX_LOG.md #25,"tests/domain/backup.test.ts, tests/integration/backupRestoreStorage.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-006), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts, tests/integration/backupRestoreStorage.test.ts. Prior evidence: Evidence strengthened this session (v4, item 6) -- the underlying remap previously left room/surface IDs untouched, a real latent collision risk this session closed."
BACK-007,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,"GIVEN Import as copies WHEN Commit THEN Fresh IDs for graph,including revisions/surfaces/actual links; snapshots self-contained.",BUG_FIX_LOG.md #25,tests/domain/backup.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-007), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts. Prior evidence: Fixed this session (v4, item 6) -- previously partial: only project/revision/actual-review IDs were remapped; room/surface IDs and their cross-references were left as literal originals, a real ID-collision risk between two copies of the same source."
BACK-008,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Repeat same exportId/sourceProjectId as copies WHEN Import THEN Already-imported skip unless explicitly request another copy.,"src/domain/backup.ts:1131-1146 (planImportAsCopies, provenance-based skip); src/components/tools/pro/ProApp.tsx:956-957 (the confirm-import UI path calls this SAME function, not a parallel reimplementation)","tests/domain/backup.test.ts:712 (""repeat import of the same export skips by provenance unless another copy is explicitly requested"")",verified,"Re-confirmed reachability: the prior evidence doubted the domain-level test was ""reachable end-to-end in the product as shipped."" Grepped ProApp.tsx's confirm-import handler and confirmed it imports and calls planImportAsCopies directly (with the real accumulated provenance set) -- the exact function the existing domain test exercises, not a separate/stubbed code path. No new test needed; the existing coverage is genuinely wired to production. No remaining work."
BACK-009,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Locally edit imported copy then reimport same source WHEN Import THEN No silent upsert replacing local edits.,"src/domain/backup.ts planImportAsCopies (pure function, only ever adds brand-new projects, never upserts by id)","tests/domain/backup.test.ts ""BACK-D10"" -> ""re-importing the same source after the copy was locally edited...""",verified,"planImportAsCopies never looks up an existing local record by id, so an upsert that clobbers a local edit is structurally impossible; added a test locking the invariant in end-to-end (import, edit locally, re-import same source, confirm nothing returned to add)."
BACK-010,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Replace-all canceled at preview WHEN Inspect store THEN No mutation.,BUG_FIX_LOG.md #26,tests/storage/importAtomicity.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-010), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/storage/importAtomicity.test.ts. Prior evidence: Implemented this session (v4, item 7) -- previously missing entirely (the replaceAll ImportMode was declared as a type but had zero implementation or UI)."
BACK-011,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Replace-all confirmed after backup offered WHEN Commit THEN Full atomic replacement; original recoverable through pre-import backup.,BUG_FIX_LOG.md #26,tests/storage/importAtomicity.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-011), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/storage/importAtomicity.test.ts. Prior evidence: Implemented this session (v4, item 7) -- previously missing entirely. The UI's required ""downloadable pre-import backup"" gate is implemented as a disabled Confirm button until the current-data backup is downloaded, matching DATA_CONTRACT.md's literal requirement."
BACK-012,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Corrupt/truncated JSON WHEN Import THEN Reject before writes; clear reason.,tests/integration/backupRestoreStorage.test.ts ; tests/domain/backup.test.ts ; src/components/tools/pro/ProApp.tsx:378-391,"tests/integration/backupRestoreStorage.test.ts, tests/domain/backup.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-012), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/integration/backupRestoreStorage.test.ts, tests/domain/backup.test.ts. Prior evidence: Schema-invalid-payload rejection is directly tested through real storage; the literal ""truncated/unparseable JSON text"" sub-case is only confirmed by source reading of the JSON.parse try/catch, not by an automated test."
BACK-013,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN SchemaVersion3 or unsupported1 WHEN Import THEN Reject with compatibility message; no guessed migration.,src/domain/backup.ts:48-51 ; tests/domain/backup.test.ts,tests/domain/backup.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-013), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts. Prior evidence: Test uses version 1 as its concrete example rather than 3, but the underlying check has no version-specific branching that could behave differently for a different unsupported value."
