case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
DOC-007,Pro customer output,P0,partial,not_run,,,"Missing businessInfo.name/contact/address and customerInfo fields are each guarded with truthy conditional rendering in ProApp.tsx (lines 623-625, 631-634), so a missing field is simply omitted (customerInfo falls back to the literal ""—"") rather than printing ""undefined""/""null"". However businessInfo.logo (src/domain/entities.ts line 154) is never rendered anywhere in the app at all — there is no logo display code path to check for brokenness.",src/components/tools/pro/ProApp.tsx (lines 623-634); src/domain/entities.ts (line 154),"Since logo is never rendered, ""no broken icon for a missing logo"" is true only because the logo feature itself does not exist yet (see DOC-010)."
DOC-008,Pro customer output,P0,partial,not_run,,,"Grepped the whole src/ tree for ""page-break"" and ""@media print"": no matches — the only print-specific CSS is Tailwind's print:hidden utility (used to hide internal chrome), with no explicit pagination/page-break-avoid rules for long scope lists. Whether a long multi-room scopeLines list clips or overlaps across printed pages cannot be confirmed from source alone; it depends on default browser print layout of a plain <ul>/<li> list, which was not visually verified in this session.",src/components/tools/pro/ProApp.tsx,Requires a browser/print visual check to resolve either way; none was performed in this audit.
DOC-009,Pro customer output,P0,implemented,not_run,,,"Grepped the whole src/ tree for ""dangerouslySetInnerHTML"": no matches anywhere. The customer document renders customerInfo.name, notes, terms, and scopeLines via plain JSX text interpolation ({...}), which React escapes by default — a script/HTML-looking string in these fields would render as literal text, not execute, by construction of the framework. No test feeds an actual XSS payload through and asserts safe rendering.",src/components/tools/pro/ProApp.tsx (lines 623-644),
DOC-010,Pro customer output,P0,missing,not_run,,,"There is no logo upload UI, no file-size check, and no content/script-safety validation anywhere in src/ — businessInfo.logo is declared as an optional string field (src/domain/entities.ts line 154) but nothing in ProApp.tsx ever sets, imports, or renders it.",src/domain/entities.ts (line 154),"This is a genuinely unimplemented feature, not merely an untested one — there is no logo-import code path at all to validate."
DOC-011,Pro customer output,P0,partial,not_run,,,"No test bumps ENGINE_VERSION (currently a hardcoded '2.1.0' constant, src/domain/entities.ts line 244) and reprints an old issued snapshot to confirm it is not recalculated. Strong related evidence exists: tests/integration/draftIssuedIsolation.test.ts proves an issued revision's customerDocumentSnapshot, activeRateSnapshot, and totals stay byte-identical through subsequent rate refreshes, scope edits, and new-draft creation on the SAME project — a much larger perturbation than a mere engine-version bump, and the design (issueRevision freezes customerDocumentSnapshot; nothing ever recomputes it) gives no code path by which an engine upgrade could touch it either.",src/domain/entities.ts (line 244); src/domain/project.ts; tests/integration/draftIssuedIsolation.test.ts; tests/domain/lifecycle.test.ts (LIFE-D02),
DOC-012,Pro customer output,P0,implemented,not_run,,,"Every internal-only panel/button surrounding the customer-document block in ProApp.tsx (tab bar, save messages, warning banners, editing forms — lines 409-507 etc.) carries a print:hidden class, while the customer-document container itself (line 618 onward) does not — so only the intended printable content should remain visible when window.print() is invoked. Because the app is a single-active-tab SPA (only one tab's JSX is mounted at a time via {tab === X && (...)}), other tabs' content is not even in the DOM to leak through.",src/components/tools/pro/ProApp.tsx,Structural code-read only; no actual print/PDF output was visually inspected in this session.
GEO-001,Geometry and paint aggregation,P0,implemented,passed,tests/engine/geometry.test.ts::GEO: room and surface geometry > GEO-01: rectangular gross wall area; GEO-02: ceiling area,vitest 5 / Node (local engine tests),"grossWallArea(20,16,9)=648; ceilingArea(20,16)=320 — both asserted (as two separate assertions in the same describe block).",tests/engine/geometry.test.ts:19-25,
GEO-002,Geometry and paint aggregation,P0,implemented,passed,tests/engine/geometry.test.ts::GEO: room and surface geometry > GEO-03: quick opening area...; GEO-05: net wall area = gross - openings when deduction enabled,vitest 5 / Node (local engine tests),"quickOpeningArea(2,20,3,15)=85; netWallArea(648,85,true)={valid:true, area:563}.","tests/engine/geometry.test.ts:27-29,37-41",
GEO-003,Geometry and paint aggregation,P0,implemented,passed,tests/engine/geometry.test.ts::GEO: room and surface geometry > GEO-06: deduction disabled ignores opening entries entirely,vitest 5 / Node (local engine tests),"netWallArea(648,85,false)={valid:true, area:648} — opening value ignored entirely when deduction is disabled.",tests/engine/geometry.test.ts:43-47,
GEO-004,Geometry and paint aggregation,P0,implemented,passed,"tests/engine/geometry.test.ts::GEO: room and surface geometry > GEO-04: detailed opening area sums width*height*count, and 3x6.67 != 20",vitest 5 / Node (local engine tests),"detailedOpeningArea([{widthFt:3,heightFt:6.67,count:1}])=20.01, explicitly asserted NOT equal to the quick-mode 20.",tests/engine/geometry.test.ts:31-35,
GEO-005,Geometry and paint aggregation,P0,implemented,not_run,,,"detailedOpeningArea's reduce multiplies width*height*count once per opening entry (by code inspection this cannot double-apply count), but the only existing test (GEO-04) uses count:1. No test passes count=3 to confirm the count multiplier is applied exactly once at a count greater than 1.",src/engine/geometry.ts:17-19,
GEO-006,Geometry and paint aggregation,P0,implemented,passed,tests/engine/geometry.test.ts::GEO: room and surface geometry > GEO-08: opening area exactly equal to gross wall area -> valid zero net area,vitest 5 / Node (local engine tests),"netWallArea(100,100,true)={valid:true, area:0} — exact-equality boundary produces a valid zero, not an error.",tests/engine/geometry.test.ts:56-60,
GEO-007,Geometry and paint aggregation,P0,implemented,not_run,,,"netWallArea(100,150,true)={valid:false} is tested (openings exceed gross by 50), proving the "">gross -> invalid"" rule generally, but not at the case's precise ""exceeds by exactly 0.01"" boundary. Same code path, untested at that exact decimal precision.",tests/engine/geometry.test.ts:49-54,
GEO-008,Geometry and paint aggregation,P0,implemented,not_run,,,"No test uses fractional room dimensions (12.5 x 10 x 8). grossWallArea is a generic Decimal-based formula that computes 360 correctly by inspection (12.5+10)*2*8=360, but this exact input combination is unverified by any test.",src/engine/geometry.ts:5-7,
GEO-009,Geometry and paint aggregation,P0,implemented,passed,tests/domain/estimateAssembly.test.ts::Suggested-price mode reports real profit/margin at the effective price (regression),vitest 5 / Node (local engine tests),"A standalone wall surface (roomId:null, measurementMode:""manual"", areaFt2:""400"") completes to a ""complete"" calculationState with no room entity present at all.",tests/domain/estimateAssembly.test.ts:114-132,"Test uses area 400, not the case's 563; identical manual-standalone-surface mechanism (no room dimensions required)."
GEO-010,Geometry and paint aggregation,P0,implemented,passed,"tests/engine/estimate.test.ts::Disabled-surface independence (mutation check...) > a disabled surface contributes zero to demand, labor, and cost",vitest 5 / Node (local engine tests),"One enabled wall + one disabled ceiling (area 99999, would clearly break totals if counted) still yields the same purchase totals as the wall alone.",tests/engine/estimate.test.ts:102-111,"Test disables the ceiling with the wall enabled (opposite pairing to the case's ""walls disabled, ceiling enabled""); the enable/disable filter itself is kind-agnostic (surfaces.filter(s=>s.enabled)), so the same mechanism is exercised regardless of which kind is disabled."
GEO-011,Geometry and paint aggregation,P0,implemented,passed,tests/mutation/mutation.test.ts::MUTATION: ceil paint per room instead of per project; tests/engine/fixtures.test.ts::pool-same-product (paint),vitest 5 / Node (local engine tests),"Two same-variant 1.2-gal demands pool to 2.4 raw gallons, ceiling ONCE to 3 purchased gallons (not 4, which per-room ceiling would wrongly produce).",tests/mutation/mutation.test.ts:82-92; tests/fixtures/acceptance-fixtures.json (id=pool-same-product),
GEO-012,Geometry and paint aggregation,P0,implemented,passed,tests/mutation/mutation.test.ts::MUTATION: pool different colors; tests/engine/fixtures.test.ts::separate-colors (paint),vitest 5 / Node (local engine tests),"White 1.2 gal + blue 1.2 gal purchase separately as 2+2=4 gallons total, never pooled into a wrongly-shared ceil(2.4)=3.",tests/mutation/mutation.test.ts:94-105; tests/fixtures/acceptance-fixtures.json (id=separate-colors),
GEO-013,Geometry and paint aggregation,P0,implemented,passed,tests/property/paint.property.test.ts::PROPERTY 8: pooling inequality (same variant only) > never applies across different variants...,vitest 5 / Node (local engine tests),"aggregateRawDemandByVariant keys strictly on the paintVariantId string and never reads name/color/sheen — proven by the white/blue non-pooling assertion, which is the same code path a ""same name/color, different sheen ID"" pair would take.",tests/property/paint.property.test.ts:70-81,"No fixture literally uses a same-name/color-different-sheen pair, but the aggregator has no code path that inspects anything but the variant ID, so the mechanism is provably identical."
GEO-014,Geometry and paint aggregation,P0,missing,not_run,,,createSnapshot() deep-copies whatever paintVariants array it is given (structuredClone) with no duplicate-ID or conflicting-value check at all. Nothing in src/domain/snapshot.ts (or anywhere else searched) validates that a single variant ID maps to a single consistent set of values.,src/domain/snapshot.ts:14-32,No validation exists to reject a snapshot containing two conflicting records under the same variant ID; this looks unimplemented rather than merely untested.
GEO-015,Geometry and paint aggregation,P0,implemented,not_run,,,"No test exercises two same-variant surfaces with DIFFERENT coats (1 vs 3) pooling to a combined 4-gallon demand; rawDemandGal is coats-parameterized per surface by design (aggregateProjectSurfaces calls it once per surface with that surface's own coats), but this specific input combination is unverified.",src/engine/estimate.ts:104-110,
GEO-016,Geometry and paint aggregation,P0,implemented,not_run,,,No test exercises two same-variant surfaces with DIFFERENT waste ratios (0 and 0.2) pooling to a combined 2.2-gallon raw demand / 3-gallon purchase.,src/engine/estimate.ts:104-110,
GEO-017,Geometry and paint aggregation,P0,implemented,passed,tests/engine/fixtures.test.ts::exact-purchase-boundaries (paint),vitest 5 / Node (local engine tests),"purchasedGallons(3) === 3 exactly (the ""exact"" demand in the exact-purchase-boundaries fixture).",tests/fixtures/acceptance-fixtures.json (id=exact-purchase-boundaries),
GEO-018,Geometry and paint aggregation,P0,implemented,passed,tests/engine/fixtures.test.ts::exact-purchase-boundaries (paint); tests/mutation/mutation.test.ts::MUTATION: subtract an epsilon from all raw demands,vitest 5 / Node (local engine tests),"purchasedGallons(2.9999999999) === 3 — genuinely under 3, no epsilon leniency needed or applied.",tests/fixtures/acceptance-fixtures.json (id=exact-purchase-boundaries); tests/mutation/mutation.test.ts:107-115,
GEO-019,Geometry and paint aggregation,P0,implemented,passed,tests/engine/fixtures.test.ts::exact-purchase-boundaries (paint); tests/mutation/mutation.test.ts::MUTATION: subtract an epsilon from all raw demands,vitest 5 / Node (local engine tests),"purchasedGallons(3.0000000001) === 4; the mutation test proves a naive epsilon-subtraction hack would wrongly return 3, so the real implementation's exact-decimal comparison is confirmed.",tests/fixtures/acceptance-fixtures.json (id=exact-purchase-boundaries); tests/mutation/mutation.test.ts:107-115,
GEO-020,Geometry and paint aggregation,P0,implemented,not_run,,,"purchasedGallons(0) = ceilDecimal(0) = 0 by formula inspection (no special-cased minimum-1-gallon floor exists anywhere in src/engine/paint.ts). PROPERTY 9's fast-check generator range (0 to 10,000,000) includes 0, but there is no deterministic assertion isolating the zero-demand case by itself.",src/engine/paint.ts:25-27; tests/property/paint.property.test.ts:83-93,"No minimum-1-gallon floor exists in the code, consistent with the spec; not confirmed by a dedicated zero-demand assertion."
GEO-021,Geometry and paint aggregation,P0,implemented,not_run,,,"rawDemandGal(350,1,0,350) = 350*1*1/350 = 1 exactly, by formula inspection (Decimal arithmetic, no float noise). No test uses this precise area-equals-coverage input pair.",src/engine/paint.ts:5-7,
GEO-022,Geometry and paint aggregation,P0,implemented,passed,tests/engine/estimate.test.ts::PRO-001: independent wall vs ceiling paint variant in the same room > pools wall and ceiling demand SEPARATELY when they use different variants; tests/domain/estimateAssembly.test.ts::PRO-001 through the domain assembly: wall and ceiling in the SAME room use DIFFERENT variants,vitest 5 / Node (local engine tests),"Wall (paint-white) and ceiling (paint-blue) in the SAME room produce two separate purchase entries, each using its own coverage, coats, and price — pooling never crosses variant IDs.",tests/engine/estimate.test.ts:31-46; tests/domain/estimateAssembly.test.ts:35-64,
GEO-023,Geometry and paint aggregation,P0,implemented,passed,tests/engine/estimate.test.ts::Disabled-surface independence...; tests/domain/estimateAssembly.test.ts::Disabled surfaces never contribute (mutation check regression),vitest 5 / Node (local engine tests),"A disabled surface with garbage geometry (widthFt:""garbage"") never blocks or pollutes an otherwise-valid project and reaches calculationState ""complete"" — disabled inputs are never validated at all.",tests/engine/estimate.test.ts:102-111; tests/domain/estimateAssembly.test.ts:95-112,
GEO-024,Geometry and paint aggregation,P0,implemented,passed,tests/engine/geometry.test.ts::GEO: room and surface geometry > GEO-09: trim paintable area = length * developed width...; tests/engine/fixtures.test.ts::trim-surface,vitest 5 / Node (local engine tests),"trimPaintableArea(100, 0.5) = 50, not 100 and not treated as ""100 doors.""",tests/engine/geometry.test.ts:62-64; tests/fixtures/acceptance-fixtures.json (id=trim-surface),
GEO-025,Geometry and paint aggregation,P0,implemented,passed,tests/engine/geometry.test.ts::GEO: room and surface geometry > GEO-10: door paintable area scales with painted sides; tests/engine/fixtures.test.ts::door-two-faces,vitest 5 / Node (local engine tests),"doorPaintableArea(1,3,7,2) = 42 (edges/frame explicitly excluded from the formula).",tests/engine/geometry.test.ts:66-69; tests/fixtures/acceptance-fixtures.json (id=door-two-faces),
GEO-026,Geometry and paint aggregation,P0,implemented,not_run,,,doorPaintableArea is a straight width*height*count*sides multiplication verified generically at count=1/sides=1&2 (GEO-10). The case's count=2/sides=1 combination (also =42) is not separately asserted by any test.,src/engine/geometry.ts:49-51,
GEO-027,Geometry and paint aggregation,P0,missing,not_run,,,"No ""doorsToPaint"" (or equivalent asymmetric opening-deduction-vs-paint-count) concept exists anywhere in the codebase — grep for ""doorsToPaint"" across src/ returns zero matches. Room.quick.doorCount and Surface.doorCount are each used as a single uniform count for both opening deduction and paint-area computation; there is no way to deduct two door openings while painting only one door.",src/domain/entities.ts (Room.quick.doorCount; Surface.doorCount),"This asymmetric-count feature appears unimplemented, not merely untested."
GEO-028,Geometry and paint aggregation,P0,implemented,not_run,,,"aggregateProjectSurfaces sums each surface's independently-computed area/demand/hours via a plain reduce loop (no shared-dimension averaging anywhere). GEO-11 in geometry.test.ts proves two differently-sized doors compute distinct, non-averaged areas as standalone geometry calls, but no test sums two differently-sized door SURFACES through the project aggregator and checks the combined total.",src/engine/estimate.ts:104-121; tests/engine/geometry.test.ts:71-75,
GEO-029,Geometry and paint aggregation,P0,implemented,passed,tests/property/paint.property.test.ts::PROPERTY 6: project pooling is order-independent > any permutation of the same demand list yields identical totals per variant,vitest 5 / Node (local engine tests),"Reversing the order of a randomly-generated demand list (200 fast-check runs, fixed seed 20260914) produces identical per-variant pooled totals every time.",tests/property/paint.property.test.ts:15-38,
GEO-030,Geometry and paint aggregation,P0,implemented,passed,tests/property/paint.property.test.ts::PROPERTY 7: same-variant split invariance; PROPERTY 8: pooling inequality (same variant only),vitest 5 / Node (local engine tests),"Splitting one raw-demand total across two same-variant surfaces yields the identical pooled raw total as one combined surface (PROPERTY 7); ceiling is applied exactly once on the pooled total, never per-piece (PROPERTY 8: sum of individual ceilings >= ceiling of the sum).","tests/property/paint.property.test.ts:40-56,58-68",
HEALTH-001,Price Book Health,P0,implemented,passed,tests/engine/serviceHealth.test.ts::HEALTH-04 (forward-derived fixture...); tests/engine/fixtures.test.ts::NUM fixtures... > wall-service (service),vitest 5 / Node,"Both the dedicated serviceHealth test and the wall-service acceptance fixture compute modeledCostPerUnit 0.794267 at price 1.80 (paint .264000, labor .426667, cost .794267/rounded .794266..., margin 55.9%, approxPrice 1.22, minimumPrice 1.23) and status above_target.",tests/engine/serviceHealth.test.ts; tests/engine/fixtures.test.ts,"Prior test-execution-results.csv cited ""serviceHealth.test.ts::HEALTH-01"" for this case — HEALTH-01 in that file actually tests the NULL-price/unpriced scenario (which matches catalogue HEALTH-010, not HEALTH-001). The real match is HEALTH-04. This confirms the audit brief's warning about sloppy ID-based (not content-based) matching in the prior CSV."
HEALTH-002,Price Book Health,P0,implemented,not_run,,,"No test calls evaluatePrice/evaluateServiceHealth with price=1.22 against the wall-service's cost (0.794267) to confirm status=below_target / margin display 34.9%. The mechanism (evaluatePrice status thresholds) is implemented and tested with other inputs, but this exact boundary value was never run.",src/engine/pricing.ts; src/engine/serviceHealth.ts,"Prior CSV cited ""serviceHealth.test.ts::HEALTH-02"" for this case, but HEALTH-02 in that file tests a null unitCost (missing-assumption) scenario — a completely different case (matches catalogue HEALTH-013), not this price-boundary scenario. That prior ""passed"" claim was false."
HEALTH-003,Price Book Health,P0,implemented,not_run,,,"No test calls evaluatePrice/evaluateServiceHealth with price=1.23 against cost 0.794267 to confirm status flips to above_target at the smallest cent that clears 35%. tests/property/pricing.property.test.ts PROPERTY 2 proves this minimum-cent guarantee generically (for randomized cost/target pairs, seed 20260914) and tests/mutation/mutation.test.ts independently re-derives 1.22 vs 1.23 for this exact cost — but neither literally evaluates evaluateServiceHealth/evaluatePrice at price=1.23 and asserts status=""above_target"".",src/engine/pricing.ts; tests/property/pricing.property.test.ts; tests/mutation/mutation.test.ts,"Prior CSV cited ""serviceHealth.test.ts::HEALTH-03"" for this case, but HEALTH-03 in that file tests a below-cost/negative-margin scenario (matches catalogue HEALTH-012), not this above-target boundary. That prior ""passed"" claim was false."
HEALTH-004,Price Book Health,P0,implemented,passed,tests/engine/serviceHealth.test.ts::HEALTH-04; tests/engine/fixtures.test.ts::NUM fixtures... > wall-service (service),vitest 5 / Node,"computeServiceUnitCost() has no ceil/whole-gallon rounding call anywhere (confirmed by reading src/engine/serviceHealth.ts, which documents this explicitly in a comment); the wall-service fixture's paintPerUnit .264000 for a per-unit consumption of ~0.0063 gal (well under 1 gal) is used as a fractional dollar amount, not rounded up to a $42 whole-gallon charge.",src/engine/serviceHealth.ts; tests/engine/serviceHealth.test.ts; tests/engine/fixtures.test.ts,
HEALTH-005,Price Book Health,P0,implemented,not_run,,,"computeServiceUnitCost()'s ""kind"" field is purely informational — the formula body uses areaPerUnit/applicationHoursPerUnit generically regardless of kind, so it produces the correct paint/unit .132 and labor/unit 1.60 for these trim inputs by hand-calculation — but no test ever calls it with kind:""trim"" or these values, and the live Price Book Health UI (ProApp.tsx, ""healthRows"") only ever builds ONE hardcoded kind:""wall"" row; there is no trim/door/ceiling service-definition feature in the shipped UI at all.",src/engine/serviceHealth.ts; src/components/tools/pro/ProApp.tsx (lines 326-344),"The Price Book Health UI is a single hardcoded demo row (catalog[0], currentSellingPrice always null), not a multi-service feature — this is a real product-feature gap beyond a test-coverage gap."
HEALTH-006,Price Book Health,P0,implemented,not_run,,,"Same generic computeServiceUnitCost() formula, hand-verified to produce paint/unit 11.088 and labor/unit 96 for this door service's inputs (kind:""door"", areaPerUnit=42, applicationHoursPerUnit=3) — but no test exercises kind:""door"" through this function, and (as with HEALTH-005) the shipped Price Book Health UI has no door-service row at all.",src/engine/serviceHealth.ts; src/components/tools/pro/ProApp.tsx,Same UI gap as HEALTH-005.
HEALTH-007,Price Book Health,P0,implemented,not_run,,,"computeServiceUnitCost() adds additionalLaborHoursPerUnit into laborHoursPerUnit before the single overheadRatio multiplication (src/engine/serviceHealth.ts line 44-48), so overhead is applied to the additional labor exactly once by construction — but every existing test (serviceHealth.test.ts, fixtures.test.ts) passes additionalHours=""0""; none exercises a nonzero value.",src/engine/serviceHealth.ts,
HEALTH-008,Price Book Health,P0,implemented,not_run,,,"directCostPerUnit includes directExpensePerUnit before the overheadPerUnit multiplication (src/engine/serviceHealth.ts line 46-47), so a $10 direct expense at 15% overhead does contribute $1.50 to overhead by construction — but every existing test passes expenses=""0""; none exercises a nonzero directExpensePerUnit.",src/engine/serviceHealth.ts,
HEALTH-009,Price Book Health,P0,implemented,not_run,,,"directExpensePerUnit is an explicit, independent parameter to computeServiceUnitCost with no code path anywhere reading a project-level travel/expense value (defaultTravelAmount is itself unused — see COST-014) into it, so a project-level $50 travel line cannot leak into a service's per-unit cost by construction — but no test explicitly demonstrates this non-contamination.",src/engine/serviceHealth.ts; src/domain/entities.ts,
HEALTH-010,Price Book Health,P0,implemented,passed,tests/engine/serviceHealth.test.ts::HEALTH-01,vitest 5 / Node,"evaluateServiceHealth() with currentSellingPrice=null returns price.status=""unpriced"" and price.marginRatio=null, never a false below-target/alarming status, exactly as this case requires.",tests/engine/serviceHealth.test.ts; src/engine/serviceHealth.ts,
HEALTH-011,Price Book Health,P0,implemented,passed,tests/engine/fixtures.test.ts::NUM fixtures... > no-charge (price); src/engine/serviceHealth.ts::evaluateServiceHealth,vitest 5 / Node,"evaluateServiceHealth() is a direct passthrough to evaluatePrice({cost, price, targetMarginRatio}) with no service-specific branching (confirmed by reading serviceHealth.ts). evaluatePrice's price=0 path is exactly the no-charge fixture, which returns profit=-cost (a real loss amount), marginRatio=null, status=""zero_price"" — distinct from ""unpriced"".",src/engine/serviceHealth.ts; src/engine/pricing.ts; tests/engine/fixtures.test.ts,"No test feeds price=0 through evaluateServiceHealth by name, but since it is a verified pure passthrough with no additional logic, the shared evaluatePrice test coverage genuinely applies."
HEALTH-012,Price Book Health,P0,implemented,passed,tests/engine/serviceHealth.test.ts::HEALTH-03,vitest 5 / Node,"evaluateServiceHealth() with a $0.50 price against a ~$0.7943 modeled cost returns status=""below_cost"" and a genuinely negative marginRatio (row.price.marginRatio.isNegative() === true), confirming below_cost takes precedence and margin is never clamped to zero.",tests/engine/serviceHealth.test.ts,"Prior CSV cited ""serviceHealth.test.ts::HEALTH-03"" for catalogue HEALTH-003 (a different case) — coincidentally the label HEALTH-03 actually belongs here, at HEALTH-012, once matched by content rather than by number."
HEALTH-013,Price Book Health,P0,implemented,passed,tests/engine/serviceHealth.test.ts::HEALTH-02 (V11),vitest 5 / Node,"evaluateServiceHealth() called with unitCost=null (representing a missing required assumption, e.g. deleted variant/missing coverage) returns {unitCost: null, price: null} — an incomplete row, never a fabricated zero/cheap modeled cost.",tests/engine/serviceHealth.test.ts; src/engine/serviceHealth.ts,"Prior CSV cited ""serviceHealth.test.ts::HEALTH-02"" for catalogue HEALTH-002 (a different case); the label actually belongs here, at HEALTH-013."
HEALTH-014,Price Book Health,P0,implemented,not_run,,,"evaluateServiceHealth/evaluatePrice are pure functions of (cost, price, targetMarginRatio) with no caching, so re-evaluating the same unitCost at a different targetMarginRatio while holding cost/price fixed is supported by construction — but no test actually calls evaluateServiceHealth twice with target=.35 then target=.60 on the same unitCost/price to confirm the status transition to below_target.",src/engine/serviceHealth.ts; src/engine/pricing.ts,
HEALTH-015,Price Book Health,P0,partial,not_run,,,"No test re-runs computeServiceUnitCost with pricePerGal changed from 42 to 49 to confirm the service's consumption cost increases and margin decreases. The ""issued project unchanged despite a live catalog price change"" half of this case IS strongly evidenced for PROJECT surfaces (not services) by tests/integration/draftIssuedIsolation.test.ts, which changes a live variant from $42 to $49 mid-sequence and proves an issued revision's activeRateSnapshot and totals never drift — but that test exercises project/surface pricing, not the Price Book Health service-unit model specifically.",src/engine/serviceHealth.ts; tests/integration/draftIssuedIsolation.test.ts,"Also: the live Price Book Health UI (ProApp.tsx) has no per-service snapshot/freeze concept at all since it recomputes from the live catalog on every render (see HEALTH-005 note) — ""issued project"" freezing is a project-level concept, not a Price-Book-Health-row concept, so this case may not map cleanly onto the shipped feature."
HEALTH-016,Price Book Health,P0,missing,not_run,,,"The Price Book Health tab (ProApp.tsx lines 636-651) renders only two fields per row — ""Modeled cost/unit"" and ""Status"" — inside a plain non-interactive div. There is no click-to-expand control and no display anywhere of product/color, coverage, coats, waste, geometry, labor, overhead, or allocation detail.",src/components/tools/pro/ProApp.tsx (lines 636-651),"Confirmed missing by reading the full render block for the ""health"" tab — no expand/detail affordance exists in the JSX."
HEALTH-017,Price Book Health,P0,implemented,passed,src/components/PriceBookHealth.astro (marketing table); tests/engine/fixtures.test.ts::NUM fixtures... > wall-service (service); tests/engine/serviceHealth.test.ts::HEALTH-04,Source inspection + vitest 5 / Node,"The homepage's marketing table (PriceBookHealth.astro line 5) shows a static illustrative ""Walls … $1.80/ft² … 42.2% … Above target"" row, explicitly labeled ""Sample target margin"" and captioned ""Margin is estimated... Actual results depend on your inputs and job conditions."" The live engine's wall-service fixture computes a genuinely different margin (55.9%) at the same $1.80 price. The two numbers are confirmed to differ and neither was ""fixed"" to force a match; the marketing copy is honestly disclaimed as sample-only.",src/components/PriceBookHealth.astro; tests/engine/fixtures.test.ts; tests/engine/serviceHealth.test.ts,"The homepage copy also states ""The planned Price Book Health view..."" (future tense), which is consistent with the finding (HEALTH-005/006/016) that the in-app feature is currently a minimal single-row stub, not a discrepancy to fix."
INT-001,Free single-room interior calculator,P0,implemented,passed,"tests/engine/fixtures.test.ts::""interior-walls-brief (interior)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"Fixture inputs (20x16x9, 2 doors x20, 3 windows x15, includeCeiling=false, 2 coats, waste 0.10, coverage 350, paintPrice 42) match this case's given exactly; assertions confirm netWall/totalArea=563.00, coatArea=1126.00, rawGallons=3.538857, purchaseGallons=4, paintCost=168.00 — exact match. InteriorCalculator.tsx calls the identical grossWallArea/quickOpeningArea/netWallArea/rawDemandGal/purchasedGallons functions in the same order.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (interior-walls-brief) ; src/components/tools/InteriorCalculator.tsx,Tested at the shared-engine level with the same function calls the component performs.
INT-002,Free single-room interior calculator,P0,implemented,passed,"tests/engine/fixtures.test.ts::""interior-with-ceiling (interior)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"Fixture with includeCeiling=true, wallRate=150, ceilingRate=120, laborRate=32 matches this case's given exactly; assertions confirm totalArea=883.00, rawGallons=5.550286, purchaseGallons=6, paintCost=252.00, hours=12.840000, laborCost=410.88, totalCost=662.88 — exact match.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (interior-with-ceiling),Tested at the shared-engine level with the same function calls the component performs.
INT-003,Free single-room interior calculator,P0,implemented,passed,"tests/engine/fixtures.test.ts::""interior-walls-brief (interior)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"The SAME interior-walls-brief fixture (walls only, includeCeiling=false) unconditionally asserts hours=7.506667 and laborCost=240.21/totalCost=408.21 alongside the paint figures — an exact match to this case's ""Hours 7.506666...; labor 240.21; paint 168; total 408.21"" (trailing-digit display difference only).",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (interior-walls-brief),"Same fixture/test as INT-001, evaluated for its labor fields."
INT-004,Free single-room interior calculator,P0,implemented,not_run,,,"Source read: calculateLabor=false means hours/laborCost stay null and the paint-only ""total"" (=paintCost) is shown with the caption ""Paint materials only."" Not covered by a dedicated test of this exact toggle state combined with a stale/invalid rate.","src/components/tools/InteriorCalculator.tsx:97-103,187",Correct by inspection; no automated test.
INT-005,Free single-room interior calculator,P0,implemented,not_run,,,"Source read: when calculateLabor=true and hourlyRate is blank, pRate.kind!==""valid"" sets laborRateErr, added to errors[], which blocks the whole result (errors.length>0 -> return {errors} with no computed total at all) rather than silently treating the rate as zero.","src/components/tools/InteriorCalculator.tsx:54-65,67-80",Correct by inspection; no automated test of this exact scenario.
INT-006,Free single-room interior calculator,P0,partial,not_run,,,"Explicit rate=""0"" parses as valid zero (not rejected) and produces laborCost=0 with no divide-by-zero risk (rate is a multiplier here, not a divisor) — matches ""no divisor error."" However, no explicit on-screen warning is shown for an explicit zero labor rate; the component silently accepts it without any ""labeled"" warning text.","src/components/tools/InteriorCalculator.tsx:54-65,99-103","The ""allow it without erroring"" half works; the ""with warning"" half does not appear to be implemented (no warning text found for rate=0 specifically)."
INT-007,Free single-room interior calculator,P0,implemented,not_run,,,Source read: ceilingRateVal is only read/used inside the `if (includeCeiling && ...)` branch; an invalid ceiling throughput while includeCeiling=false never reaches laborRateErr and is never used in the calculation.,"src/components/tools/InteriorCalculator.tsx:60-64,99-103",Correct by inspection; no automated test.
INT-008,Free single-room interior calculator,P0,missing,not_run,,,"Full read of InteriorCalculator.tsx found no control to disable the wall surface itself — length/width/height (wall geometry) are always active; only ""Include ceiling"" (add ceiling) and ""Deduct doors/windows"" (opening deduction) toggles exist. A ""ceiling-only, no walls"" mode is not representable in this tool's UI.",src/components/tools/InteriorCalculator.tsx (full file read),"Corrected this session: previously mislabeled blocked. Ceiling-only mode (no walls enabled) is a real, scoped gap in the free interior calculator -- unfinished work, not an external blocker."
