case_id,requirement,unique_or_duplicate,executable_test_or_fixture,expected_result_source,execution_status,defect_discovered
BACK-009,GIVEN Locally edit imported copy then reimport same source WHEN Import THEN No silent upsert replacing local edits.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
BACK-010,GIVEN Replace-all canceled at preview WHEN Inspect store THEN No mutation.,unique,tests/storage/importAtomicity.test.ts (writeReplaceAllBackup describe block),CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-011,GIVEN Replace-all confirmed after backup offered WHEN Commit THEN Full atomic replacement; original recoverable through pre-import backup.,unique,tests/storage/importAtomicity.test.ts (writeReplaceAllBackup: full atomic wipe-and-restore),CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-012,GIVEN Corrupt/truncated JSON WHEN Import THEN Reject before writes; clear reason.,unique,"tests/integration/backupRestoreStorage.test.ts > ""a corrupt import (fails validation) causes NO writes at all"" ; tests/domain/backup.test.ts::BACK-D11",CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-013,GIVEN SchemaVersion3 or unsupported1 WHEN Import THEN Reject with compatibility message; no guessed migration.,unique,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects a wrong/missing schemaVersion""",CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-014,GIVEN Duplicate IDs inside one graph WHEN Validate THEN Reject ambiguous identity before writes.,unique,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects duplicate paint variant IDs"" ; tests/integration/backupRestoreStorage.test.ts > ""a corrupt import (fails validation) causes NO writes at all"" (reuses a duplicate-variant-id payload)",CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-015,GIVEN Actual baseline ID points to missing revision WHEN Validate THEN Reject dangling reference.,unique,tests/domain/backup.test.ts (BACK-015 describe block); tests/domain/backup.test.ts (planImportAsCopies dangling-fallback test),CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-016,GIVEN Revision missing self-contained rates snapshot WHEN Validate THEN Reject; no lookup into live catalog to fill missing data.,unique,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects a project revision missing its embedded rate snapshot (dangling reference)""",CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-017,GIVEN Catalog same ID with different price/coverage WHEN Import merge THEN Conflict resolved explicitly; no name+price matching.,unique,"tests/domain/backup.test.ts (BACK-D05/D06 describe block, paint-variant conflict test)",CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-018,GIVEN File size25MiB plus1 byte WHEN Import THEN Reject before store mutation.,unique,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects an oversized file before parsing further""",CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-019,GIVEN Logo size1MiB plus1 byte WHEN Import THEN Reject oversized embedded asset; no partial state.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
BACK-020,"GIVEN Unknown enum,negative costs,nondecimal scalar in imported active financial data WHEN Import THEN Reject invalid schema/ranges; no silent coercion.",unique,tests/domain/backup.test.ts (BACK-020 describe block),CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-021,GIVEN Transactional commit fails after some staged records WHEN Import THEN Rollback entire operation; record counts unchanged.,unique,"tests/storage/db.test.ts::""D-storage-02 (BACK-D12)"" ; ""D-storage-03""",CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-022,GIVEN Quota exhausted during import WHEN Commit THEN No partial restore; clear failure and recovery guidance.,unique,"tests/storage/importAtomicity.test.ts (""a failed import commit leaves businessSettings/paintVariants untouched too"" test)",CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
BACK-023,GIVEN Malicious prototype keys/script text in backup WHEN Parse/store/render THEN Proposed hardening: no prototype pollution or code execution; text remains inert.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
BACK-024,GIVEN Two projects with same visible title WHEN Restore THEN Distinct IDs retained; no title-based deduplication.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
BACK-025,"GIVEN Local logo embedded in backup, offline restore WHEN Print THEN Logo resolves from restored local bytes; no remote file dependency.",unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
BACK-026,GIVEN Import unknown future engine version with schema2 WHEN Validate/display THEN Compatibility check per documented policy; never silently recalc unsupported issued data. Resolve display-compatibility policy before implementation.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),blocked,
UX-001,"GIVEN 360px mobile viewport WHEN Complete each free tool and Pro estimate THEN No hidden required controls,horizontal page overflow,or unreadable totals.",unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-002,"GIVEN Keyboard-only user WHEN Navigate inputs,add/remove rows,open errors,print THEN Visible focus,logical order,operable controls,no trap.",unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-003,GIVEN Invalid submission WHEN Inspect error announcement and focus THEN Field-linked message identifies correction; stale final output not announced as valid.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-004,GIVEN Screen reader reads monetary results WHEN Change inputs THEN Proposed UX gate: result updates announced without reading every keystroke or stripping minus sign/units.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-005,GIVEN Reduce-motion preference enabled WHEN Navigate tools THEN Essential states remain visible; nonessential motion disabled/reduced.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-006,"GIVEN Optional analytics active WHEN Calculate with customer name/address/notes THEN No personal fields,full estimate content or license values sent in analytics.",unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-007,GIVEN Slow render/repeated calculate clicks WHEN Submit same values THEN No duplicate project/expense creation or stale result replacing latest input.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-008,GIVEN Rapid type-invalid-then-valid sequence WHEN Await updates THEN Latest valid inputs determine result; prior async work cannot overwrite them.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-009,GIVEN Print from narrow browser viewport WHEN Save PDF THEN Print layout remains readable independent of mobile screen width.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-010,GIVEN Local storage unavailable/private mode failure WHEN Save THEN Actionable warning; no false persistence claim; export guidance.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-011,GIVEN Browser data cleared WHEN Reopen app then restore backup THEN Explain data loss/recovery; backup restores data; purchase recovery separate.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-012,GIVEN Production homepage samples WHEN Inspect captions/live tool link THEN Illustration labeled; no claim live defaults reproduce marketing sample.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
UX-013,GIVEN Free result completed WHEN Follow Pro invitation THEN Useful answer remains accessible; compatible input handoff retains values/units; purchase not silently granted.,unique,tests/domain/interiorHandoff.test.ts,CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
ACCESS-001,GIVEN Unauthenticated/no-entitlement user visits success URL directly WHEN Open Pro THEN No paid unlock based on URL/query alone.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),blocked,
ACCESS-002,GIVEN Paid flag manually written in localStorage WHEN Open protected feature THEN Not accepted as verified entitlement.,unique,tests/lib/clientLicense.test.ts,CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
ACCESS-003,GIVEN Verified successful provider event WHEN Process once THEN Entitlement delivered exactly once and associated with correct purchaser/product.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),blocked,
ACCESS-004,GIVEN Duplicate valid provider event WHEN Process repeatedly THEN Idempotent delivery; no duplicate licenses/charges from fulfillment handler.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),blocked,
ACCESS-005,GIVEN Forged signature or wrong product/amount event WHEN Verify THEN Reject; no access granted; trusted provider verification required.,unique,tests/lib/serverDodo.test.ts; tests/api/checkoutVerify.test.ts; tests/api/licenseRedeem.test.ts; tests/api/webhookDodo.test.ts,CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
ACCESS-006,GIVEN Cancelled or failed checkout WHEN Return to site THEN No entitlement; helpful retry path.,unique,Manual browser verification (Claude Browser session),CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
ACCESS-007,GIVEN Provider event delayed after return WHEN Check access THEN Pending state; no false failure or unverified success.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),not_run,
ACCESS-008,GIVEN Purchaser returns on allowed new device WHEN Recover via selected policy THEN Verified recovery without project backup acting as purchase proof.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),blocked,
ACCESS-009,GIVEN Network fails during verification WHEN Open paid app THEN Behavior follows documented offline/grace policy; unresolved until provider/access design chosen.,unique,tests/lib/clientLicense.test.ts,CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
ACCESS-010,GIVEN Refund/revocation event WHEN Apply access policy THEN Behavior follows documented refund policy; no invented automatic deletion of user's project data.,unique,(not yet executed),CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
ACCESS-011,"GIVEN Export backup then inspect WHEN Search for purchase secrets THEN No signing keys,payment secrets or bearer license tokens.",unique,tests/integration/backupRestoreStorage.test.ts::Backup export completeness and secret exclusion,CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
ACCESS-012,GIVEN Production bundle/source map WHEN Inspect secrets THEN No private signing or payment secret keys shipped to browser.,unique,Direct build-output inspection (this session),CALCULATION_SPEC.md / DECISIONS.md (see area),passed,
NUM-job-original-brief,"GIVEN {""expenses"": ""175"", ""labor"": ""1344"", ""materials"": ""1104"", ""overheadRatio"": ""0.15"", ""price"": ""4640.70"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind job THEN {""approxPrice"": ""4640.69"", ""cost"": ""3016.45"", ""directCost"": ""2623.00"", ""marginPercent"": ""35.0"", ""minimumPrice"": ""4640.70"", ""overhead"": ""393.45"", ""profit"": ""1624.25""}","duplicate of docs/acceptance-fixtures.json's ""job-original-brief"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > job-original-brief (job); docs/verify_reference.py::job-original-brief,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-job-homepage,"GIVEN {""expenses"": ""0"", ""labor"": ""1280"", ""materials"": ""620"", ""overheadRatio"": ""0.15"", ""price"": ""3200"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind job THEN {""approxPrice"": ""3361.54"", ""cost"": ""2185.00"", ""directCost"": ""1900.00"", ""marginPercent"": ""31.7"", ""minimumPrice"": ""3361.54"", ""overhead"": ""285.00"", ""profit"": ""1015.00""}","duplicate of docs/acceptance-fixtures.json's ""job-homepage"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > job-homepage (job); docs/verify_reference.py::job-homepage,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-door-homepage,"GIVEN {""cost"": ""67"", ""price"": ""85"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price THEN {""approxPrice"": ""103.08"", ""marginPercent"": ""21.2"", ""minimumPrice"": ""103.08"", ""profit"": ""18.00"", ""status"": ""below_target""}","duplicate of docs/acceptance-fixtures.json's ""door-homepage"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > door-homepage (price); docs/verify_reference.py::door-homepage,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-loss,"GIVEN {""cost"": ""100"", ""price"": ""85"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price THEN {""approxPrice"": ""153.85"", ""marginPercent"": ""-17.6"", ""minimumPrice"": ""153.85"", ""profit"": ""-15.00"", ""status"": ""below_cost""}","duplicate of docs/acceptance-fixtures.json's ""loss"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > loss (price); docs/verify_reference.py::loss,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-at-target,"GIVEN {""cost"": ""65"", ""price"": ""100"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price THEN {""approxPrice"": ""100.00"", ""marginPercent"": ""35.0"", ""minimumPrice"": ""100.00"", ""profit"": ""35.00"", ""status"": ""at_target""}","duplicate of docs/acceptance-fixtures.json's ""at-target"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > at-target (price); docs/verify_reference.py::at-target,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-unpriced,"GIVEN {""cost"": ""100"", ""price"": null, ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price THEN {""approxPrice"": ""153.85"", ""marginPercent"": null, ""minimumPrice"": ""153.85"", ""profit"": null, ""status"": ""unpriced""}","duplicate of docs/acceptance-fixtures.json's ""unpriced"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > unpriced (price); docs/verify_reference.py::unpriced,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-no-charge,"GIVEN {""cost"": ""100"", ""price"": ""0"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price THEN {""approxPrice"": ""153.85"", ""marginPercent"": null, ""minimumPrice"": ""153.85"", ""profit"": ""-100.00"", ""status"": ""zero_price""}","duplicate of docs/acceptance-fixtures.json's ""no-charge"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > no-charge (price); docs/verify_reference.py::no-charge,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-rounding-target-boundary,"GIVEN {""cost"": ""1"", ""price"": ""1.66"", ""targetRatio"": ""0.40""} WHEN Run equivalent production calculation for kind price THEN {""approxPrice"": ""1.67"", ""marginPercent"": ""39.8"", ""minimumPrice"": ""1.67"", ""profit"": ""0.66"", ""status"": ""below_target""}","duplicate of docs/acceptance-fixtures.json's ""rounding-target-boundary"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > rounding-target-boundary (price); docs/verify_reference.py::rounding-target-boundary,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-interior-walls-brief,"GIVEN {""ceilingRate"": ""120"", ""coats"": 2, ""coverage"": ""350"", ""doorArea"": ""20"", ""doorCount"": 2, ""height"": ""9"", ""includeCeiling"": false, ""laborRate"": ""32"", ""length"": ""20"", ""paintPrice"": ""42"", ""wallRate"": ""150"", ""wasteRatio"": ""0.1"", ""width"": ""16"", ""windowArea"": ""15"", ""windowCount"": 3} WHEN Run equivalent production calculation for kind interior THEN {""coatArea"": ""1126.00"", ""deduction"": ""85.00"", ""grossArea"": ""648.00"", ""hours"": ""7.506667"", ""laborCost"": ""240.21"", ""netWall"": ""563.00"", ""paintCost"": ""168.00"", ""purchaseGallons"": 4, ""rawGallons"": ""3.538857"", ""totalArea"": ""563.00"", ""totalCost"": ""408.21""}","duplicate of docs/acceptance-fixtures.json's ""interior-walls-brief"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > interior-walls-brief (interior); docs/verify_reference.py::interior-walls-brief,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-interior-with-ceiling,"GIVEN {""ceilingRate"": ""120"", ""coats"": 2, ""coverage"": ""350"", ""doorArea"": ""20"", ""doorCount"": 2, ""height"": ""9"", ""includeCeiling"": true, ""laborRate"": ""32"", ""length"": ""20"", ""paintPrice"": ""42"", ""wallRate"": ""150"", ""wasteRatio"": ""0.1"", ""width"": ""16"", ""windowArea"": ""15"", ""windowCount"": 3} WHEN Run equivalent production calculation for kind interior THEN {""coatArea"": ""1766.00"", ""deduction"": ""85.00"", ""grossArea"": ""648.00"", ""hours"": ""12.840000"", ""laborCost"": ""410.88"", ""netWall"": ""563.00"", ""paintCost"": ""252.00"", ""purchaseGallons"": 6, ""rawGallons"": ""5.550286"", ""totalArea"": ""883.00"", ""totalCost"": ""662.88""}","duplicate of docs/acceptance-fixtures.json's ""interior-with-ceiling"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > interior-with-ceiling (interior); docs/verify_reference.py::interior-with-ceiling,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-document-rounding,"GIVEN {""lines"": [[""1"", ""12.005""], [""1"", ""12.005""]], ""taxRatio"": ""0.10""} WHEN Run equivalent production calculation for kind document THEN {""lines"": [""12.01"", ""12.01""], ""subtotal"": ""24.02"", ""tax"": ""2.40"", ""total"": ""26.42""}","duplicate of docs/acceptance-fixtures.json's ""document-rounding"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > document-rounding (document); docs/verify_reference.py::document-rounding,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-pool-same-product,"GIVEN {""demands"": [[""A"", ""1.2""], [""A"", ""1.2""]], ""prices"": {""A"": ""42""}} WHEN Run equivalent production calculation for kind paint THEN {""paintCost"": ""126.00"", ""purchases"": {""A"": 3}}","duplicate of docs/acceptance-fixtures.json's ""pool-same-product"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > pool-same-product (paint); docs/verify_reference.py::pool-same-product,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-separate-colors,"GIVEN {""demands"": [[""white"", ""1.2""], [""blue"", ""1.2""]], ""prices"": {""blue"": ""42"", ""white"": ""42""}} WHEN Run equivalent production calculation for kind paint THEN {""paintCost"": ""168.00"", ""purchases"": {""blue"": 2, ""white"": 2}}","duplicate of docs/acceptance-fixtures.json's ""separate-colors"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > separate-colors (paint); docs/verify_reference.py::separate-colors,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-exact-purchase-boundaries,"GIVEN {""demands"": [[""exact"", ""3""], [""under"", ""2.9999999999""], [""over"", ""3.0000000001""]], ""prices"": {""exact"": ""1"", ""over"": ""1"", ""under"": ""1""}} WHEN Run equivalent production calculation for kind paint THEN {""paintCost"": ""10.00"", ""purchases"": {""exact"": 3, ""over"": 4, ""under"": 3}}","duplicate of docs/acceptance-fixtures.json's ""exact-purchase-boundaries"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > exact-purchase-boundaries (paint); docs/verify_reference.py::exact-purchase-boundaries,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-wall-service,"GIVEN {""additionalHours"": ""0"", ""applicationHours"": ""1/75"", ""areaPerUnit"": ""1"", ""coats"": 2, ""coverage"": ""350"", ""expenses"": ""0"", ""laborRate"": ""32"", ""overheadRatio"": ""0.15"", ""paintPrice"": ""42"", ""price"": ""1.80"", ""supplies"": ""0"", ""targetRatio"": ""0.35"", ""wasteRatio"": ""0.1""} WHEN Run equivalent production calculation for kind service THEN {""approxPrice"": ""1.22"", ""costPerUnit"": ""0.794267"", ""laborPerUnit"": ""0.426667"", ""marginPercent"": ""55.9"", ""minimumPrice"": ""1.23"", ""paintPerUnit"": ""0.264000""}","duplicate of docs/acceptance-fixtures.json's ""wall-service"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > wall-service (service); docs/verify_reference.py::wall-service,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-trim-surface,"GIVEN {""coats"": 2, ""coverage"": ""350"", ""developedWidth"": ""0.5"", ""laborRate"": ""32"", ""length"": ""100"", ""paintPrice"": ""42"", ""surfaceKind"": ""trim"", ""throughput"": ""40"", ""wasteRatio"": ""0.1""} WHEN Run equivalent production calculation for kind surface THEN {""area"": ""50.00"", ""hours"": ""5.000000"", ""laborCost"": ""160.00"", ""paintCost"": ""42.00"", ""purchasedGallons"": 1, ""rawGallons"": ""0.314286""}","duplicate of docs/acceptance-fixtures.json's ""trim-surface"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > trim-surface (surface); docs/verify_reference.py::trim-surface,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-door-two-faces,"GIVEN {""coats"": 2, ""count"": 1, ""coverage"": ""350"", ""height"": ""7"", ""hoursPerSidePerCoat"": ""0.75"", ""laborRate"": ""32"", ""paintPrice"": ""42"", ""sides"": 2, ""surfaceKind"": ""door"", ""wasteRatio"": ""0.1"", ""width"": ""3""} WHEN Run equivalent production calculation for kind surface THEN {""area"": ""42.00"", ""hours"": ""3.000000"", ""laborCost"": ""96.00"", ""paintCost"": ""42.00"", ""purchasedGallons"": 1, ""rawGallons"": ""0.264000""}","duplicate of docs/acceptance-fixtures.json's ""door-two-faces"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > door-two-faces (surface); docs/verify_reference.py::door-two-faces,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-actual-final,"GIVEN {""baselineCost"": ""2185"", ""baselinePrice"": ""3200"", ""expenses"": ""100"", ""labor"": ""1400"", ""materials"": ""700"", ""overhead"": ""285""} WHEN Run equivalent production calculation for kind actual THEN {""actualCost"": ""2485.00"", ""marginPercent"": ""22.3"", ""profit"": ""715.00"", ""totalVariance"": ""300.00""}","duplicate of docs/acceptance-fixtures.json's ""actual-final"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > actual-final (actual); docs/verify_reference.py::actual-final,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-actual-final-loss,"GIVEN {""baselineCost"": ""2185"", ""baselinePrice"": ""3200"", ""expenses"": ""200"", ""labor"": ""2000"", ""materials"": ""1000"", ""overhead"": ""300""} WHEN Run equivalent production calculation for kind actual THEN {""actualCost"": ""3500.00"", ""marginPercent"": ""-9.4"", ""profit"": ""-300.00"", ""totalVariance"": ""1315.00""}","duplicate of docs/acceptance-fixtures.json's ""actual-final-loss"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > actual-final-loss (actual); docs/verify_reference.py::actual-final-loss,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
NUM-actual-zero-price,"GIVEN {""baselineCost"": ""100"", ""baselinePrice"": ""0"", ""expenses"": ""0"", ""labor"": ""0"", ""materials"": ""100"", ""overhead"": ""0""} WHEN Run equivalent production calculation for kind actual THEN {""actualCost"": ""100.00"", ""marginPercent"": null, ""profit"": ""-100.00"", ""totalVariance"": ""0.00""}","duplicate of docs/acceptance-fixtures.json's ""actual-zero-price"" fixture (identical inputs/outputs)",tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > actual-zero-price (actual); docs/verify_reference.py::actual-zero-price,"docs/acceptance-fixtures.json (hand-derived reference values, cross-validated against docs/numerical_oracle.py exact-Fraction oracle)",passed,
BOUND-001,GIVEN Otherwise valid active coats field with value 1 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-002,GIVEN Otherwise valid active coats field with value 5 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-003,GIVEN Otherwise valid active coats field with value 0 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-004,GIVEN Otherwise valid active coats field with value 6 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-005,GIVEN Otherwise valid coats=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,unique,tests/ui/shared.test.ts::rejects a non-integer instead of silently truncating it (BOUND-005),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-006,GIVEN Otherwise valid active targetMarginRatio field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-006/007,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-007,GIVEN Otherwise valid active targetMarginRatio field with value 0.999 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-006/007,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-008,GIVEN Otherwise valid active targetMarginRatio field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-008 (added this session),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,"none found; gap was in test coverage, not production behavior (production already rejected the value correctly)"
BOUND-009,GIVEN Otherwise valid active targetMarginRatio field with value 1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-006/007 (exactly 1 case),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
